선수명,생년월일,출신교,출신,연도,팀명,타율,경기,타수,득점,안타,2루타,3루타,홈런,루타,타점,도루,도실,볼넷,사구,삼진,병살,실책
김용달,1956년 05월 10일,대구인지초-대구중앙중-대광고-중앙대-MBC,한국,1983,MBC,0.217,48,83,7,18,2,0,1,23,8,1,2,6,1,13,1,5
김용달,1956년 05월 10일,대구인지초-대구중앙중-대광고-중앙대-MBC,한국,1984,MBC,0.298,57,94,9,28,5,4,1,44,14,1,0,15,0,14,5,1
김용달,1956년 05월 10일,대구인지초-대구중앙중-대광고-중앙대-MBC,한국,1985,MBC,0.232,71,142,15,33,9,0,3,51,14,3,0,21,0,24,5,1
김용달,1956년 05월 10일,대구인지초-대구중앙중-대광고-중앙대-MBC,한국,1986,MBC,0.209,24,43,3,9,0,0,1,12,4,0,0,7,1,4,3,1
김용달,1956년 05월 10일,대구인지초-대구중앙중-대광고-중앙대-MBC,한국,1987,MBC,0.286,31,42,3,12,2,0,1,17,8,0,0,7,0,11,2,1
김용달,1956년 05월 10일,대구인지초-대구중앙중-대광고-중앙대-MBC,한국,1988,MBC,0,14,18,0,0,0,0,0,0,0,0,0,2,0,6,2,0
김용만,1958년 07월 26일,건국대,한국,1982,해태,0.147,56,102,7,15,3,0,0,18,7,2,1,6,1,10,3,10
김용선,1970년 08월 09일,세광고,한국,1989,빙그레,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2
김용선,1970년 08월 09일,세광고,한국,1990,빙그레,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김용선,1970년 08월 09일,세광고,한국,1991,빙그레,0.136,11,22,1,3,0,0,0,3,0,0,0,0,1,7,0,2
김용선,1970년 08월 09일,세광고,한국,1992,빙그레,0.213,52,94,11,20,2,0,3,31,12,2,1,8,0,29,1,6
김용선,1970년 08월 09일,세광고,한국,1993,빙그레,0.165,79,121,14,20,4,0,3,33,8,0,1,14,2,37,1,4
김용선,1970년 08월 09일,세광고,한국,1994,한화,0.253,72,186,21,47,10,1,1,62,11,3,3,17,3,42,6,9
김용선,1970년 08월 09일,세광고,한국,1995,한화,0.262,124,370,46,97,18,2,10,149,38,12,10,37,5,85,9,7
김용선,1970년 08월 09일,세광고,한국,1996,한화,0.178,25,45,5,8,2,2,1,17,4,2,0,5,0,9,0,1
김용선,1970년 08월 09일,세광고,한국,1997,한화,0.188,40,69,5,13,4,0,0,17,6,1,1,12,1,14,1,2
김용섭,1983년 01월 18일,고명초-잠신중-한서고-경희대-SK-경찰,한국,2007,SK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
김용섭,1983년 01월 18일,고명초-잠신중-한서고-경희대-SK-경찰,한국,2011,SK,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
김용우,1979년 09월 12일,인천석천초-상인천중-인천고-연세대-LG,한국,2002,LG,0.143,9,7,0,1,0,0,0,1,0,0,0,0,1,3,0,1
김용우,1979년 09월 12일,인천석천초-상인천중-인천고-연세대-LG,한국,2003,LG,0.247,45,73,8,18,3,0,1,24,10,2,1,9,2,20,1,0
김용우,1979년 09월 12일,인천석천초-상인천중-인천고-연세대-LG,한국,2004,LG,0,11,7,1,0,0,0,0,0,0,0,0,1,2,2,0,0
김용우,1979년 09월 12일,인천석천초-상인천중-인천고-연세대-LG,한국,2007,LG,0.3,41,50,3,15,1,1,0,18,3,0,0,9,2,4,2,0
김용우,1979년 09월 12일,인천석천초-상인천중-인천고-연세대-LG,한국,2008,LG,0.154,25,26,2,4,1,0,1,8,4,0,0,3,1,7,0,0
김용우,1979년 09월 12일,인천석천초-상인천중-인천고-연세대-LG,한국,2009,SK,0.5,4,2,0,1,1,0,0,2,1,0,0,1,0,0,0,0
김용운,1955년 06월 05일,천호상고,한국,1982,MBC,0.244,72,217,20,53,6,2,3,72,29,2,2,18,0,16,6,4
김용운,1955년 06월 05일,천호상고,한국,1983,MBC,0.19,64,174,16,33,5,0,2,44,13,0,1,7,3,17,4,9
김용운,1955년 06월 05일,천호상고,한국,1984,MBC,0.233,71,180,9,42,2,0,0,44,12,1,1,3,4,22,3,3
김용운,1955년 06월 05일,천호상고,한국,1985,롯데,0.3,52,100,9,30,8,0,2,44,14,1,1,4,1,11,7,5
김용운,1955년 06월 05일,천호상고,한국,1986,롯데,0.252,59,119,8,30,4,1,0,36,18,2,1,8,1,5,3,5
김용운,1955년 06월 05일,천호상고,한국,1987,롯데,0.278,94,273,27,76,10,0,1,89,33,2,1,19,2,23,11,7
김용운,1955년 06월 05일,천호상고,한국,1988,롯데,0.252,82,218,23,55,11,0,0,66,24,0,1,9,3,17,9,8
김용운,1955년 06월 05일,천호상고,한국,1989,롯데,0.242,79,178,14,43,5,1,1,53,17,2,1,12,1,13,8,8
김용운,1955년 06월 05일,천호상고,한국,1990,롯데,0.2,19,25,1,5,1,0,0,6,2,0,1,2,2,5,1,2
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1982,롯데,0.3,71,253,39,76,13,0,10,119,39,6,7,41,4,30,6,2
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1983,롯데,0.281,97,327,47,92,21,2,14,159,38,8,2,38,1,47,4,14
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1984,롯데,0.327,97,346,61,113,24,2,21,204,67,8,5,39,4,50,6,6
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1985,롯데,0.223,106,367,27,82,16,1,7,121,36,7,4,36,1,45,9,5
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1986,롯데,0.288,102,365,43,105,26,1,10,163,57,13,7,35,4,39,18,16
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1987,롯데,0.314,103,382,49,120,32,2,7,177,59,11,8,42,3,33,12,1
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1988,롯데,0.292,102,380,65,111,21,2,18,190,69,15,4,34,4,26,13,1
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1989,삼성,0.304,103,342,60,104,18,0,11,155,64,3,5,32,2,38,10,9
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1990,삼성,0.257,84,268,40,69,13,0,12,118,58,1,0,24,0,25,12,3
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1991,삼성,0.25,108,268,32,67,8,0,15,120,46,2,0,32,5,37,13,7
김용철,1957년 09월 21일,부산상고-한일은행-롯데-삼성,한국,1992,삼성,0.248,51,117,16,29,0,0,6,47,22,0,0,16,1,12,6,2
김용호,1986년 03월 29일,춘천초-춘천중-춘천고-성균관대,한국,2011,한화,0,2,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1982,롯데,0.284,63,232,33,66,7,0,11,106,38,4,1,25,3,19,12,16
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1983,롯데,0.275,85,298,43,82,8,1,18,146,52,5,6,26,3,30,12,11
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1984,롯데,0.244,81,311,28,76,13,2,9,120,53,2,1,17,2,38,7,18
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1985,롯데,0.277,101,361,49,100,18,2,14,164,47,2,2,37,2,33,3,5
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1986,롯데,0.293,83,290,29,85,11,3,8,126,37,2,1,26,3,18,6,1
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1987,롯데,0.216,38,111,10,24,4,2,1,35,12,0,2,14,2,11,7,0
김용희,1964년 12월 20일,경북고-연세대,한국,1988,OB,0,7,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1988,롯데,0.293,69,164,8,48,7,0,0,55,20,0,0,6,3,11,8,0
김용희,1964년 12월 20일,경북고-연세대,한국,1989,OB,0.2,57,35,26,7,0,0,0,7,0,14,5,4,2,10,0,0
김용희,1955년 10월 04일,동광초-경남중-경남고-고려대-롯데,한국,1989,롯데,0.063,14,16,1,1,1,0,0,2,1,0,0,0,0,1,1,0
김우근,1956년 01월 26일,건국대,한국,1982,해태,0.189,61,143,14,27,5,0,4,44,18,11,1,13,4,16,3,2
김우근,1956년 01월 26일,건국대,한국,1983,해태,0.188,35,64,3,12,0,0,0,12,1,1,2,2,0,10,0,0
김우근,1956년 01월 26일,건국대,한국,1984,삼미,0.262,76,229,30,60,6,3,2,78,21,15,2,24,3,21,3,4
김우근,1956년 01월 26일,건국대,한국,1985,청보,0.288,106,400,62,115,21,1,5,153,31,31,14,49,1,41,12,4
김우근,1956년 01월 26일,건국대,한국,1986,MBC,0.227,60,132,20,30,1,3,0,37,10,5,3,14,0,18,3,1
김우근,1956년 01월 26일,건국대,한국,1987,MBC,0.275,44,69,11,19,2,1,0,23,4,2,2,9,1,5,1,0
김우석,1975년 09월 02일,석천초-상인천중-인천고-홍익대-LG-삼성,한국,2002,LG,0.2,43,30,5,6,0,1,0,8,3,0,1,0,1,11,2,1
김우석,1975년 09월 02일,석천초-상인천중-인천고-홍익대-LG-삼성,한국,2003,LG,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
김우석,1975년 09월 02일,석천초-상인천중-인천고-홍익대-LG-삼성,한국,2004,LG,0.174,43,46,8,8,2,0,1,13,2,0,0,3,1,10,0,2
김우석,1975년 09월 02일,석천초-상인천중-인천고-홍익대-LG-삼성,한국,2005,LG,0.111,30,18,2,2,1,0,0,3,0,0,0,0,1,5,0,1
김우석,1975년 09월 02일,석천초-상인천중-인천고-홍익대-LG-삼성,한국,2006,LG,0.167,31,24,0,4,0,0,0,4,0,0,0,2,0,8,1,2
김우석,1975년 09월 02일,석천초-상인천중-인천고-홍익대-LG-삼성,한국,2007,LG,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
김우석,1975년 09월 02일,석천초-상인천중-인천고-홍익대-LG-삼성,한국,2008,삼성,0.3,8,10,2,3,2,0,0,5,1,1,0,2,0,2,0,1
김우열,1949년 09월 09일,금양초-선린중-선린상고-OB-빙그레,한국,1982,OB,0.31,62,210,43,65,8,0,13,112,41,14,4,38,6,25,0,0
김우열,1949년 09월 09일,금양초-선린중-선린상고-OB-빙그레,한국,1983,OB,0.291,95,333,48,97,21,5,9,155,56,10,4,39,5,38,8,0
김우열,1949년 09월 09일,금양초-선린중-선린상고-OB-빙그레,한국,1984,OB,0.274,95,318,38,87,11,1,12,136,49,13,5,47,5,48,5,2
김우열,1949년 09월 09일,금양초-선린중-선린상고-OB-빙그레,한국,1985,OB,0.242,56,153,28,37,4,0,7,62,22,7,3,23,0,23,0,1
김우열,1949년 09월 09일,금양초-선린중-선린상고-OB-빙그레,한국,1986,빙그레,0.21,34,62,3,13,1,0,0,14,5,0,0,8,0,7,2,0
김우현,1967년 10월 13일,성균관대,한국,1990,삼성,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
김원,1978년 09월 23일,진흥고-원광대,한국,2004,SK,0.2,5,5,0,1,0,0,0,1,0,0,0,0,0,3,0,0
김원근,1968년 04월 07일,인하대,한국,1991,빙그레,0.5,3,4,1,2,0,0,0,2,1,0,0,0,0,1,0,0
김원근,1968년 04월 07일,인하대,한국,1993,빙그레,0.309,20,55,5,17,2,0,0,19,6,0,3,5,0,12,2,0
김원근,1968년 04월 07일,인하대,한국,1994,한화,0.232,29,56,4,13,1,0,0,14,4,1,0,7,3,12,2,1
김원근,1968년 04월 07일,인하대,한국,1995,한화,0.2,8,10,0,2,0,0,0,2,0,0,0,0,0,4,1,0
김원식,1966년 02월 13일,충암고-동국대,한국,1988,OB,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
김유동,1954년 04월 09일,한양대,한국,1982,OB,0.245,57,155,21,38,8,1,6,66,23,2,3,3,3,17,2,2
김유동,1954년 04월 09일,한양대,한국,1983,OB,0.252,37,111,10,28,3,0,1,34,7,2,0,6,1,10,3,3
김유동,1954년 04월 09일,한양대,한국,1984,삼미,0.235,26,81,8,19,4,0,3,32,10,0,1,1,0,13,1,0
김유동,1954년 04월 09일,한양대,한국,1985,청보,0.129,15,31,2,4,0,0,0,4,1,0,0,4,0,5,4,0
김윤일,1978년 05월 22일,신일고,한국,1998,OB,0.118,8,17,0,2,1,0,0,3,2,0,0,1,1,7,0,2
김윤일,1978년 05월 22일,신일고,한국,1999,두산,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김윤환,1957년 08월 01일,광주제일고-고려대,한국,1987,청보,0.283,89,237,30,67,17,3,6,108,42,13,5,34,0,37,6,3
김윤환,1957년 08월 01일,광주제일고-고려대,한국,1988,태평양,0.272,91,276,34,75,11,1,10,118,40,8,8,30,2,38,7,3
김윤환,1957년 08월 01일,광주제일고-고려대,한국,1989,태평양,0.222,116,266,35,59,12,1,9,100,42,17,8,35,2,40,6,6
김윤환,1957년 08월 01일,광주제일고-고려대,한국,1990,태평양,0.248,119,339,45,84,18,4,3,119,40,19,11,39,1,41,10,2
김윤환,1957년 08월 01일,광주제일고-고려대,한국,1991,태평양,0.282,42,85,9,24,4,0,0,28,6,9,1,9,1,7,2,4
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1989,롯데,0.483,10,29,5,14,0,0,1,17,3,2,1,0,1,2,0,0
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1990,롯데,0.292,108,377,53,110,20,4,7,159,47,21,12,47,2,41,9,8
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1991,롯데,0.3,121,436,77,131,17,8,9,191,51,25,9,61,3,47,5,4
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1992,롯데,0.319,119,401,76,128,20,12,10,202,79,29,8,58,5,50,6,3
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1993,롯데,0.285,108,369,49,105,26,3,3,146,48,12,8,37,3,44,7,3
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1994,롯데,0.323,100,350,63,113,24,4,8,169,55,20,11,45,3,45,7,3
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1995,롯데,0.299,104,364,58,109,14,4,8,155,61,31,5,57,5,45,7,4
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1996,롯데,0.321,126,446,62,143,22,6,9,204,64,26,7,65,2,61,11,2
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1997,롯데,0.25,62,204,26,51,17,3,2,80,22,2,3,27,2,47,4,0
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1998,롯데,0.266,94,305,32,81,11,2,4,108,36,2,7,33,2,46,2,2
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,1999,롯데,0.293,125,481,98,141,27,7,8,206,60,12,13,62,1,81,6,0
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,2000,롯데,0.277,107,401,57,111,15,3,6,150,45,9,7,34,2,78,7,2
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,2001,롯데,0.277,89,274,35,76,10,1,4,100,33,2,0,21,2,44,7,2
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,2002,롯데,0.284,116,373,35,106,15,3,3,136,49,12,5,34,2,58,8,0
김응국,1966년 01월 14일,전곡초-동대문중-동대문상고-고려대-롯데,한국,2003,롯데,0.236,51,140,18,33,5,1,4,52,14,2,2,12,2,22,6,0
김이수,1960년 08월 04일,부산상고-한양대,한국,1984,삼성,0.197,48,117,19,23,5,1,2,36,10,6,4,8,1,25,1,2
김이수,1960년 08월 04일,부산상고-한양대,한국,1985,삼성,0.111,25,9,4,1,1,0,0,2,0,0,2,0,0,3,0,0
김이수,1960년 08월 04일,부산상고-한양대,한국,1986,삼성,0.069,26,29,2,2,0,0,0,2,0,1,1,1,0,1,1,2
김인식,1953년 11월 09일,동대문상고-성균관대,한국,1982,MBC,0.259,80,309,47,80,9,0,3,98,25,35,7,17,18,14,7,15
김인식,1953년 11월 09일,동대문상고-성균관대,한국,1983,MBC,0.263,100,380,48,100,16,2,1,123,30,14,10,11,13,18,0,9
김인식,1953년 11월 09일,동대문상고-성균관대,한국,1984,MBC,0.258,100,387,44,100,13,8,3,138,28,8,7,22,9,24,5,12
김인식,1953년 11월 09일,동대문상고-성균관대,한국,1985,MBC,0.275,110,404,48,111,14,0,2,131,16,17,11,30,8,22,8,17
김인식,1953년 11월 09일,동대문상고-성균관대,한국,1986,MBC,0.282,108,309,36,87,13,1,2,108,29,12,5,17,6,15,6,7
김인식,1953년 11월 09일,동대문상고-성균관대,한국,1987,MBC,0.215,108,288,24,62,1,0,0,63,19,7,3,7,3,15,11,16
김인식,1953년 11월 09일,동대문상고-성균관대,한국,1988,MBC,0.144,57,90,13,13,1,0,0,14,6,6,3,3,3,2,1,3
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,1991,삼성,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김인철,1974년 08월 12일,광영고,한국,1992,OB,0.143,10,7,3,1,0,0,0,1,0,2,1,1,0,1,1,1
김인철,1974년 08월 12일,광영고,한국,1994,OB,0,10,3,4,0,0,0,0,0,0,3,0,2,0,2,0,0
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2000,삼성,0.218,43,87,20,19,1,2,3,33,13,5,2,5,2,21,2,1
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2001,삼성,0.091,11,11,2,1,0,0,0,1,0,1,1,1,0,2,0,0
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2002,KIA,0.235,37,51,5,12,4,0,1,19,6,1,0,0,1,16,0,2
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2003,KIA,0.23,37,74,14,17,1,0,2,24,6,2,2,5,2,18,1,2
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2004,KIA,0,3,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2005,한화,0.275,103,262,46,72,16,0,10,118,39,8,3,20,2,59,9,4
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2006,한화,0.227,69,88,9,20,3,0,0,23,6,3,1,6,2,21,3,3
김인철,1971년 07월 14일,포항초-포항제철중-포철공고-삼성-롯데-KIA,한국,2007,한화,0.204,77,103,16,21,2,1,2,31,8,0,1,5,0,25,3,1
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1989,롯데,0.184,49,87,11,16,3,0,0,19,2,2,4,6,1,19,3,0
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1990,태평양,0.25,94,252,36,63,13,4,4,96,31,10,4,25,3,23,4,19
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1991,태평양,0.192,60,151,10,29,5,0,1,37,12,5,3,11,2,30,6,14
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1992,태평양,0.222,58,108,15,24,8,1,3,43,12,2,1,14,0,24,3,9
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1993,태평양,0.222,72,203,19,45,6,1,3,62,10,1,3,18,0,42,4,6
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1994,태평양,0.234,105,304,40,71,12,1,6,103,32,8,10,26,3,57,8,2
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1995,태평양,0.234,88,273,35,64,6,2,7,95,25,9,5,25,2,44,3,2
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1996,현대,0.227,122,406,72,92,17,3,11,148,37,25,13,55,15,65,3,3
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1997,현대,0.249,56,189,29,47,7,1,1,59,11,9,6,24,7,36,3,10
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1998,현대,0.23,41,74,13,17,2,0,1,22,8,2,2,5,2,16,1,3
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,1999,현대,0.256,113,293,53,75,14,0,7,110,43,13,4,35,12,44,7,3
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,2000,현대,0.228,115,281,48,64,17,2,3,94,21,8,4,30,3,44,6,3
김인호,1967년 01월 26일,여수초-여수중-진흥고-성균관대-롯데-태평양-현대,한국,2001,현대,0.204,92,162,30,33,0,1,5,50,19,5,5,22,1,34,5,1
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,1999,현대,0.4,15,25,5,10,2,0,0,12,2,1,2,1,1,5,1,0
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2000,현대,0.258,16,31,6,8,1,0,1,12,1,1,0,0,0,11,0,2
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2001,현대,0.133,11,15,3,2,0,0,0,2,0,1,0,0,0,3,2,0
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2002,현대,0.213,57,80,9,17,2,1,2,27,7,1,0,6,2,16,2,4
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2003,현대,0.219,80,64,9,14,2,0,2,22,4,1,3,1,4,20,0,2
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2004,현대,0.221,83,122,19,27,2,0,0,29,9,3,1,12,2,28,2,5
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2005,현대,0.228,55,101,14,23,4,1,1,32,3,4,0,15,2,25,2,3
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2007,현대,0.247,117,376,44,93,11,1,3,115,26,9,3,25,6,56,11,12
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2008,우리,0.271,70,166,16,45,9,0,2,60,13,5,3,14,1,34,5,4
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2009,히어로즈,0.257,107,265,44,68,14,1,2,90,20,30,12,27,3,60,5,5
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2010,넥센,0.251,104,195,30,49,13,1,4,76,21,21,6,8,4,42,2,5
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2011,넥센,0.255,41,47,11,12,0,0,0,12,0,9,7,1,0,13,1,2
김일경,1978년 07월 01일,영일초-우신중-경동고-현대-우리-히어로즈-넥센-LG,한국,2012,LG,0.22,44,82,10,18,2,0,1,23,12,4,1,9,0,18,2,2
김일권,1956년 09월 20일,한양대,한국,1982,해태,0.27,75,282,48,76,12,1,11,123,36,53,17,42,3,18,4,8
김일권,1956년 09월 20일,한양대,한국,1983,해태,0.275,96,374,45,103,13,1,6,136,26,48,22,35,6,34,7,4
김일권,1956년 09월 20일,한양대,한국,1984,해태,0.241,62,245,29,59,9,0,2,74,17,41,12,22,2,20,7,3
김일권,1956년 09월 20일,한양대,한국,1985,해태,0.278,92,316,38,88,11,4,4,119,38,39,19,33,3,23,4,3
김일권,1956년 09월 20일,한양대,한국,1986,해태,0.186,96,258,32,48,6,1,1,59,20,22,5,24,2,20,4,1
김일권,1956년 09월 20일,한양대,한국,1987,해태,0.229,63,175,20,40,6,0,0,46,10,16,8,17,0,15,3,1
김일권,1956년 09월 20일,한양대,한국,1988,태평양,0.301,89,309,35,93,11,5,3,123,34,26,14,16,3,8,9,1
김일권,1956년 09월 20일,한양대,한국,1989,태평양,0.261,113,383,48,100,23,1,1,128,28,62,22,36,1,19,8,2
김일권,1956년 09월 20일,한양대,한국,1990,태평양,0.253,98,336,48,85,9,1,0,96,27,48,20,32,1,21,7,3
김일권,1956년 09월 20일,한양대,한국,1991,LG,0.151,58,139,21,21,1,2,0,26,7,8,7,10,1,9,3,1
김일혁,1970년 01월 26일,인하대,한국,1992,빙그레,0.324,41,37,12,12,4,0,1,19,3,2,0,5,0,4,2,2
김일혁,1970년 01월 26일,인하대,한국,1993,빙그레,0.188,42,64,7,12,4,0,1,19,6,2,0,5,1,11,1,0
김일혁,1970년 01월 26일,인하대,한국,1995,한화,0.197,49,66,7,13,4,0,0,17,4,1,0,7,0,11,0,3
김일환,1954년 01월 11일,성균관대,한국,1982,롯데,0.243,65,181,18,44,5,1,0,51,8,4,4,21,1,22,3,6
김일환,1954년 01월 11일,성균관대,한국,1983,해태,0.184,53,98,12,18,6,0,0,24,3,0,3,10,0,10,2,1
김일환,1954년 01월 11일,성균관대,한국,1984,해태,0.274,96,321,37,88,15,2,0,107,27,4,6,30,3,39,7,11
김일환,1954년 01월 11일,성균관대,한국,1985,해태,0.223,64,103,8,23,6,0,0,29,9,0,1,8,0,7,3,1
김일환,1954년 01월 11일,성균관대,한국,1986,해태,0.217,42,46,0,10,2,0,0,12,9,0,0,3,0,4,3,0
김일환,1954년 01월 11일,성균관대,한국,1987,해태,0.264,55,87,8,23,5,0,0,28,12,0,1,10,1,15,5,1
김일환,1954년 01월 11일,성균관대,한국,1988,태평양,0.2,65,100,5,20,2,0,0,22,8,0,1,11,0,15,2,0
김일환,1954년 01월 11일,성균관대,한국,1989,태평양,0.091,6,11,0,1,0,0,0,1,0,0,0,0,0,4,0,0
김일훈,1973년 02월 28일,강릉고,한국,1991,빙그레,0.333,12,6,0,2,0,0,0,2,0,0,0,0,0,1,1,1
김일훈,1973년 02월 28일,강릉고,한국,1992,빙그레,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
김일훈,1973년 02월 28일,강릉고,한국,1995,한화,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
김재걸,1972년 09월 07일,영일초-우신중-덕수상고-단국대-삼성,한국,1995,삼성,0.249,109,281,32,70,11,5,3,100,32,10,5,16,6,61,3,21
김재걸,1972년 09월 07일,영일초-우신중-덕수상고-단국대-삼성,한국,1996,삼성,0.228,115,320,31,73,12,2,2,95,28,40,11,32,4,76,6,11
김재걸,1972년 09월 07일,영일초-우신중-덕수상고-단국대-삼성,한국,1997,삼성,0.176,30,17,7,3,1,0,1,7,2,1,0,1,0,5,1,3
김재걸,1972년 09월 07일,영일초-우신중-덕수상고-단국대-삼성,한국,1998,삼성,0.25,72,100,8,25,2,0,0,27,5,9,5,5,3,25,2,2
김재걸,1972년 09월 07일,영일초-우신중-덕수상고-단국대-삼성,한국,2001,삼성,0.261,70,138,18,36,5,1,1,46,9,6,4,10,1,38,1,11
김재걸,1972년 09월 07일,영일초-우신중-덕수상고-단국대-삼성,한국,2002,삼성,0.207,83,92,17,19,1,0,2,26,10,5,1,8,0,26,0,3
